scale,class_code,class_name,item_idx,subclass,source_id,eval_mode,prompt_preview,gold,search_status,best_path_json,n_paths_evaluated,n_apply_failures,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_terminal_entropy_nats,argmax_token_str,argmax_token_id,next_token_entropy_nats,top5_json,gold_first_token_rank,gold_first_token_prob,wallclock_sec
1B,C1,factual_recall,61,arithmetic,C1_61_arithmetic,first_token_str,Q: What is 3 * 3? A:,9,ok,"[0.1,0.1,0.1]",27,0,-0.07469482200432592,-0.0392024307654449,0.8785443283893444,0.4610905051231384,9,24,0.4610905051231384,"[[""9"",0.9194624423980713],[""3"",0.03565143048763275],[""Nine"",0.013961298391222954],["" Nine"",0.008207423612475395],[""7"",0.003585557686164975]]",0,0.9194624423980713,2.626434087753296
1B,C1,factual_recall,62,arithmetic,C1_62_arithmetic,first_token_str,Q: What is 4 * 2? A:,8,ok,"[0.1,0.1,0.1]",27,0,-0.21303101540159008,-0.16172575247005044,2.505624691645304,1.9021832942962646,8,23,1.9021832942962646,"[[""8"",0.449679434299469],[""4"",0.25621962547302246],[""6"",0.07573837041854858],[""2"",0.04739586263895035],[""16"",0.04117823764681816]]",0,0.449679434299469,2.6759071350097656
1B,C1,factual_recall,63,arithmetic,C1_63_arithmetic,first_token_str,Q: What is 2 * 2? A:,4,ok,"[0.1,0.1,0.1]",27,0,-0.10011558204098553,-0.06743864663478842,1.1775378055042691,0.7931987643241882,4,19,0.7931987643241882,"[[""4"",0.7652744650840759],[""2"",0.19049185514450073],[""3"",0.009336994029581547],[""Four"",0.006620920263230801],[""The"",0.005488935858011246]]",0,0.7652744650840759,2.6188390254974365
1B,C1,factual_recall,64,arithmetic,C1_64_arithmetic,first_token_str,Q: What is 3 * 2? A:,6,ok,"[0.1,0.1,0.1]",27,0,-0.21174100926616235,-0.17724004964918935,2.4904519187079535,2.0846590995788574,6,21,2.0846590995788574,"[[""6"",0.38233068585395813],[""3"",0.25073856115341187],[""9"",0.1497228443622589],[""5"",0.035562291741371155],[""7"",0.03501094877719879]]",0,0.38233068585395813,2.6874003410339355
1B,C1,factual_recall,65,arithmetic,C1_65_arithmetic,first_token_str,Q: What is 5 * 1? A:,5,ok,"[0.1,0.1,0.5]",27,0,-0.09315892020241148,-0.053604403316750635,1.0957150547592729,0.6304833889007568,5,20,0.6304833889007568,"[[""5"",0.9097139835357666],[""Five"",0.023867204785346985],[""The"",0.010591006837785244],[""4"",0.004848916549235582],[""1"",0.004147498402744532]]",0,0.9097139835357666,2.6390600204467773
1B,C1,factual_recall,66,arithmetic,C1_66_arithmetic,first_token_str,Q: What is 1 * 7? A:,7,ok,"[0.1,0.5,0.1]",27,0,-0.2593499384218468,-0.20092662746583886,3.050417838273225,2.363255500793457,1,16,2.363255500793457,"[[""1"",0.3834913372993469],[""7"",0.20850062370300293],[""9"",0.11335980147123337],[""13"",0.04652277007699013],[""14"",0.023761507123708725]]",1,0.20850062370300293,2.6847546100616455
1B,C1,factual_recall,67,arithmetic,C1_67_arithmetic,first_token_str,Q: What is 0 * 9? A:,0,ok,"[0.5,0.1,0.1]",27,0,-0.1078171236429389,-0.08499422002392913,1.268121670793604,0.9996836185455322,0,15,0.9996836185455322,"[[""0"",0.858869731426239],[""9"",0.02985171414911747],[""The"",0.014777667820453644],[""Zero"",0.014777667820453644],[""90"",0.00479760579764843]]",0,0.858869731426239,2.65523624420166
1B,C1,factual_recall,68,arithmetic,C1_68_arithmetic,first_token_str,Q: What is 4 * 1? A:,4,ok,"[0.1,0.1,0.1]",27,0,-0.06766509304687002,-0.03421123791891795,0.7958621780077616,0.4023851752281189,4,19,0.4023851752281189,"[[""4"",0.9460359215736389],[""2"",0.008313707076013088],[""The"",0.006082437466830015],[""Four"",0.0056253354996442795],[""8"",0.004663566593080759]]",0,0.9460359215736389,2.7019309997558594
1B,C1,factual_recall,69,arithmetic,C1_69_arithmetic,first_token_str,Q: What is 2 * 4? A:,8,ok,"[0.1,0.1,0.1]",27,0,-0.21208606054472148,-0.1465924718947898,2.4945103371584856,1.7241889238357544,8,23,1.7241889238357544,"[[""8"",0.5223038792610168],[""2"",0.19214485585689545],[""6"",0.10284774750471115],[""4"",0.04563840851187706],[""16"",0.0442342646420002]]",0,0.5223038792610168,2.642244577407837
1B,C1,factual_recall,70,arithmetic,C1_70_arithmetic,first_token_str,Q: What is 10 - 3? A:,7,ok,"[0.1,0.1,0.1]",27,0,-0.31546375070867694,-0.2579414603050806,3.710416352307355,3.0338516235351562,7,22,3.0338516235351562,"[[""7"",0.19054202735424042],[""9"",0.150731161236763],[""5"",0.1155695840716362],[""6"",0.09142306447029114],[""4"",0.06283409893512726]]",0,0.19054202735424042,2.7287039756774902
1B,C1,factual_recall,71,arithmetic,C1_71_arithmetic,first_token_str,Q: What is 8 - 2? A:,6,ok,"[0.1,0.1,0.5]",27,0,-0.27549206607985316,-0.22089804761347526,3.240278049751564,2.5981550216674805,6,21,2.5981550216674805,"[[""6"",0.27107179164886475],[""5"",0.13210982084274292],[""4"",0.13210982084274292],[""8"",0.11477900296449661],[""7"",0.07410689443349838]]",0,0.27107179164886475,2.6956887245178223
1B,C1,factual_recall,72,arithmetic,C1_72_arithmetic,first_token_str,Q: What is 9 - 4? A:,5,ok,"[0.1,0.5,0.1]",27,0,-0.2657894876898051,-0.22108107099104113,3.126158422893948,2.6003077030181885,9,24,2.6003077030181885,"[[""9"",0.27260908484458923],[""5"",0.21565157175064087],[""7"",0.09275056421756744],[""6"",0.07337173819541931],[""4"",0.059884265065193176]]",1,0.21565157175064087,2.693665027618408
1B,C1,factual_recall,73,arithmetic,C1_73_arithmetic,first_token_str,Q: What is 6 - 1? A:,5,ok,"[0.1,0.1,0.1]",27,0,-0.16329409854122925,-0.09209265472742252,1.9206298413100067,1.0831738710403442,5,20,1.0831738710403442,"[[""5"",0.7489566802978516],[""6"",0.07651073485612869],[""4"",0.06966382265090942],[""3"",0.05341310426592827],[""2"",0.020273325964808464]]",0,0.7489566802978516,2.664652109146118
1B,C1,factual_recall,74,arithmetic,C1_74_arithmetic,first_token_str,Q: What is 7 - 3? A:,4,ok,"[0.1,0.1,0.1]",27,0,-0.26144475626908475,-0.21072519922736463,3.0750566323598227,2.478504180908203,5,20,2.478504180908203,"[[""5"",0.18621206283569336],[""4"",0.17768478393554688],[""2"",0.14730586111545563],[""3"",0.14502210915088654],[""6"",0.10283607244491577]]",1,0.17768478393554688,2.6791629791259766
1B,C1,factual_recall,75,knowledge,C1_75_knowledge,first_token_str,Q: What is the chemical symbol for water? A:,H,ok,"[1.0,1.0,0.5]",27,0,-0.029456635613151896,-0.02370149698886,0.34646257206245706,0.27877187728881836,H,39,0.27877187728881836,"[[""H"",0.9560095071792603],[""Hy"",0.02283724769949913],[""O"",0.008736027404665947],[""Water"",0.0033944547176361084],[""OH"",0.0009279922232963145]]",0,0.9560095071792603,2.678915023803711
1B,C1,factual_recall,76,knowledge,C1_76_knowledge,first_token_str,Q: What is the chemical symbol for table salt? A:,Na,ok,"[1.0,1.0,0.5]",27,0,-0.0529426983889029,-0.04617149334007907,0.6227005587683784,0.5430591106414795,Na,16589,0.5430591106414795,"[[""Na"",0.8759551048278809],[""S"",0.0982794314622879],[""Cl"",0.006900298409163952],["" Na"",0.0023113107308745384],[""K"",0.001316945068538189]]",0,0.8759551048278809,2.6352810859680176
1B,C1,factual_recall,77,knowledge,C1_77_knowledge,first_token_str,Q: What is the chemical symbol for gold? A:,Au,ok,"[1.0,1.0,0.5]",27,0,-0.014951440025584121,-0.00998638787248774,0.1758556012754087,0.11745773255825043,Au,66432,0.11742252111434937,"[[""Au"",0.984242856502533],[""Ag"",0.008383351378142834],["" Au"",0.0017435710178688169],[""AU"",0.001357894390821457],[""H"",0.0007440648041665554]]",0,0.984242856502533,2.664109468460083
1B,C1,factual_recall,78,knowledge,C1_78_knowledge,first_token_str,Q: What is the chemical symbol for silver? A:,Ag,ok,"[1.0,1.0,0.5]",27,0,-0.030112516399326963,-0.026127562670848342,0.3541768999011428,0.3073067367076874,Ag,9219,0.3073067367076874,"[[""Ag"",0.9533961415290833],[""Au"",0.014590097591280937],[""The"",0.011013183742761612],[""S"",0.01067434437572956],[""A"",0.000804049544967711]]",0,0.9533961415290833,2.64487361907959
1B,C1,factual_recall,79,knowledge,C1_79_knowledge,first_token_str,Q: What is the chemical symbol for iron? A:,Fe,ok,"[0.1,0.1,0.1]",27,0,-0.0824903644514362,-0.06538242084665451,0.9702338112725152,0.7690138816833496,Fe,6251,0.7690138816833496,"[[""Fe"",0.8530422449111938],[""The"",0.05896442010998726],[""F"",0.039278771728277206],[""Iron"",0.013468744233250618],[""Ag"",0.006166440434753895]]",0,0.8530422449111938,2.6346042156219482
1B,C1,factual_recall,80,knowledge,C1_80_knowledge,first_token_str,Q: What is the chemical symbol for carbon? A:,C,ok,"[0.1,0.1,0.1]",27,0,-0.04603798919662377,-0.031064541759118568,0.5414888638037222,0.3653744161128998,C,34,0.3653744161128998,"[[""C"",0.9429717063903809],[""Carbon"",0.024356191977858543],[""The"",0.013662585988640785],[""Co"",0.0032962521072477102],[""CO"",0.002046689623966813]]",0,0.9429717063903809,2.8593270778656006
1B,C1,factual_recall,81,knowledge,C1_81_knowledge,first_token_str,Q: What is the chemical symbol for oxygen? A:,O,ok,"[1.0,1.0,0.5]",27,0,-0.03701932543018421,-0.020712380784793687,0.43541329271263546,0.2436145395040512,O,46,0.2436145395040512,"[[""O"",0.9720720052719116],[""The"",0.00998720433562994],[""'O"",0.0018474470125511289],[""o"",0.0007822583429515362],[""OH"",0.0007761707529425621]]",0,0.9720720052719116,2.718076467514038
1B,C1,factual_recall,82,knowledge,C1_82_knowledge,first_token_str,Q: Who wrote the play Romeo and Juliet? A:,Shakespeare,ok,"[0.1,0.5,0.5]",27,0,-0.02242248972635282,-0.020293088193243585,0.26372847071400396,0.23868291079998016,William,45887,0.23868291079998016,"[[""William"",0.970944344997406],[""Sh"",0.005298011936247349],[""W"",0.002995224203914404],[""Jul"",0.002835821360349655],["" William"",0.0028137527406215668]]",1,0.005298011936247349,2.6967782974243164
1B,C1,factual_recall,83,knowledge,C1_83_knowledge,first_token_str,Q: Who wrote the play Hamlet? A:,Shakespeare,ok,"[0.1,0.1,0.5]",27,0,-0.041491274429295816,-0.03219577126872186,0.4880113888669897,0.37867969274520874,William,45887,0.37867969274520874,"[[""William"",0.9504818320274353],[""Ham"",0.010395200923085213],["" William"",0.005740775726735592],[""The"",0.0042661819607019424],[""W"",0.0037355937529355288]]",5,0.0027330187149345875,2.686835527420044
1B,C1,factual_recall,84,knowledge,C1_84_knowledge,first_token_str,Q: Who painted the Mona Lisa? A:,Leonardo,ok,"[1.0,1.0,0.5]",27,0,-0.019440972234252268,-0.01693846493915435,0.2286605073346032,0.19922655820846558,Leon,73004,0.19922655820846558,"[[""Leon"",0.9701034426689148],["" Leonardo"",0.014730243012309074],[""Mich"",0.0036098009441047907],[""The"",0.0029462336096912622],[""L"",0.002330662915483117]]",0,0.9701034426689148,2.654755115509033
1B,C1,factual_recall,85,knowledge,C1_85_knowledge,first_token_str,Q: Who developed the theory of general relativity? A:,Einstein,ok,"[0.1,0.1,0.1]",27,0,-0.02378298119884197,-0.018546765892874958,0.27973027692900765,0.2181430459022522,Albert,67722,0.2181430459022522,"[[""Albert"",0.9717571139335632],[""The"",0.006055584643036127],["" Albert"",0.005179616156965494],[""Al"",0.005020256154239178],[""A"",0.0011467346921563148]]",5,0.0009214272140525281,2.6316850185394287
1B,C1,factual_recall,86,knowledge,C1_86_knowledge,first_token_str,Q: Who wrote the novel Pride and Prejudice? A:,Austen,ok,"[0.5,0.5,0.5]",27,0,-0.023343415928275837,-0.02213468998284981,0.27456020536246123,0.26034343242645264,Jane,63602,0.26318952441215515,"[[""Jane"",0.9653071165084839],[""Anne"",0.0069236732088029385],[""The"",0.004986934829503298],[""A"",0.003914290107786655],["" Jane"",0.002775647211819887]]",3,0.003914290107786655,2.6451799869537354
1B,C1,factual_recall,87,knowledge,C1_87_knowledge,first_token_str,Q: Who wrote the novel 1984? A:,Orwell,ok,"[0.1,0.1,0.1]",27,0,-0.06834262669690473,-0.054537824569398076,0.8038311821443064,0.6414620876312256,George,40052,0.6414620876312256,"[[""George"",0.8998988270759583],[""A"",0.026545096188783646],[""Ge"",0.025728387758135796],[""198"",0.0048721348866820335],[""Or"",0.0040391418151557446]]",4,0.0040391418151557446,2.6622438430786133
1B,C1,factual_recall,88,knowledge,C1_88_knowledge,first_token_str,"Q: At sea level, what is the boiling point of water in Celsius? A:",100,ok,"[0.5,0.1,0.1]",27,0,-0.41899526367936796,-0.4135063446649332,4.928131598013419,4.863572120666504,212,11227,4.863572120666504,"[[""212"",0.0822807028889656],[""0"",0.06408027559518814],[""-"",0.059264566749334335],[""154"",0.047620419412851334],[""77"",0.03826408088207245]]",14,0.011488961055874825,2.683907985687256
1B,C1,factual_recall,89,knowledge,C1_89_knowledge,first_token_str,"Q: At sea level, what is the freezing point of water in Celsius? A:",0,ok,"[0.1,0.1,0.1]",27,0,-0.2590125633246618,-0.23019970553319682,3.0464497054064714,2.707559108734131,-,12,2.707559108734131,"[[""-"",0.31801629066467285],[""0"",0.199009507894516],[""32"",0.18989619612693787],[""Zero"",0.02198207937180996],[""77"",0.01487381849437952]]",1,0.199009507894516,2.9791200160980225
1B,C1,factual_recall,90,knowledge,C1_90_knowledge,first_token_str,Q: How many continents are there on Earth? A:,7,ok,"[0.1,0.5,0.1]",27,0,-0.13774458857095853,-0.12673567193637109,1.6201220353444417,1.4906375408172607,There,3947,1.4906375408172607,"[[""There"",0.643837571144104],[""Three"",0.1228785440325737],[""Four"",0.08314378559589386],[""4"",0.023451780900359154],[""3"",0.022030910477042198]]",15,0.002889827126637101,2.6426384449005127
1B,C1,factual_recall,91,knowledge,C1_91_knowledge,first_token_str,Q: How many days are in a non-leap year? A:,365,ok,"[0.1,0.1,0.1]",27,0,-0.2855799077674997,-0.23278927652489484,3.358929060123585,2.7380170822143555,There,3947,2.7380170822143555,"[[""There"",0.5234339833259583],[""29"",0.0403628945350647],[""23"",0.03675083443522453],[""31"",0.02774098515510559],[""24"",0.02525845542550087]]",14,0.008729089982807636,2.7306182384490967
1B,C1,factual_recall,92,knowledge,C1_92_knowledge,first_token_str,Q: How many days are in a week? A:,7,ok,"[0.1,0.1,0.1]",27,0,-0.24401712180128762,-0.18500403957112435,2.870076568038375,2.1759774684906006,There,3947,2.1759774684906006,"[[""There"",0.5980079174041748],[""7"",0.10721690952777863],[""Seven"",0.0342685841023922],[""8"",0.024300063028931618],[""Three"",0.016701169312000275]]",1,0.10721690952777863,2.673276662826538
1B,C1,factual_recall,93,knowledge,C1_93_knowledge,first_token_str,Q: How many sides does a hexagon have? A:,6,ok,"[0.5,0.5,1.0]",27,0,-0.03999832941301985,-0.03341553775444249,0.4704516927401225,0.39302632212638855,A,32,0.39302632212638855,"[[""A"",0.9386759400367737],[""6"",0.02207554318010807],[""It"",0.00920245610177517],[""Hex"",0.008510880172252655],[""Six"",0.0036604839842766523]]",1,0.02207554318010807,2.651289939880371
1B,C1,factual_recall,94,knowledge,C1_94_knowledge,first_token_str,Q: What is the largest planet in our solar system? A:,Jupiter,ok,"[0.1,0.1,0.5]",27,0,-0.07355194355445922,-0.06507546800020023,0.865102039443122,0.7654035687446594,J,41,0.7654035687446594,"[[""J"",0.8572478294372559],[""V"",0.04201817139983177],[""Earth"",0.026708371937274933],[""The"",0.018645448610186577],[""M"",0.017515774816274643]]",0,0.8572478294372559,2.7014882564544678
1B,C1,factual_recall,95,knowledge,C1_95_knowledge,first_token_str,Q: What is the closest star to Earth? A:,Sun,ok,"[0.1,0.1,0.5]",27,0,-0.2076356873154429,-0.20392187426385275,2.442166010538737,2.398484945297241,The,791,2.398484945297241,"[[""The"",0.24461118876934052],[""Sir"",0.19964583218097687],[""Alpha"",0.14836418628692627],[""Pro"",0.12890103459358215],[""V"",0.10038822889328003]]",14,0.0023062145337462425,2.639406204223633
1B,C1,factual_recall,96,knowledge,C1_96_knowledge,first_token_str,Q: What color is the sky on a clear day? A:,Blue,ok,"[1.0,1.0,0.1]",27,0,-0.1630736146928401,-0.15803672362302007,1.91803655800996,1.8587937355041504,The,791,1.8587937355041504,"[[""The"",0.5244268178939819],[""Blue"",0.24388112127780914],[""Black"",0.02530636452138424],[""White"",0.024527769535779953],[""A"",0.024147501215338707]]",1,0.24388112127780914,2.6844475269317627
1B,C1,factual_recall,97,knowledge,C1_97_knowledge,first_token_str,Q: Which gas do plants primarily absorb during photosynthesis? A:,Carbon,ok,"[0.1,0.1,0.1]",27,0,-0.17964677932346948,-0.15878641202659705,2.112966533060427,1.8676114082336426,O,46,1.8676114082336426,"[[""O"",0.40573757886886597],[""Carbon"",0.3159887492656708],[""CO"",0.08504722267389297],[""Ch"",0.061257220804691315],[""Water"",0.028935860842466354]]",1,0.3159887492656708,2.627985715866089
1B,C1,factual_recall,98,knowledge,C1_98_knowledge,first_token_str,Q: What is the smallest prime number? A:,2,ok,"[0.1,0.1,0.1]",27,0,-0.31506086398875205,-0.2809813244393885,3.705677685914216,3.3048415184020996,The,791,3.3048415184020996,"[[""The"",0.35031819343566895],[""2"",0.14154133200645447],[""3"",0.07576161623001099],[""7"",0.03578725457191467],[""1"",0.02459619753062725]]",1,0.14154133200645447,2.7278661727905273
1B,C1,factual_recall,99,knowledge,C1_99_knowledge,first_token_str,Q: On which continent is Egypt located? A:,Africa,ok,"[0.5,0.5,0.1]",27,0,-0.13231872167804778,-0.12164115976816363,1.5563041634029813,1.4307169914245605,Africa,74691,1.4307169914245605,"[[""Africa"",0.4720849394798279],[""Egypt"",0.3913721442222595],[""Asia"",0.02835090085864067],[""Europe"",0.019485268741846085],[""The"",0.012979988008737564]]",0,0.4720849394798279,2.642796277999878
1B,C2,arc_easy_mcq,0,logical_deduction,Mercury_417466,first_letter,Which statement best explains why photosynthesis is the foundation of most food webs?  A. Sunlight is the source of ener,A,ok,"[0.5,1.0,1.0]",27,0,-0.12618333861013412,-0.11509623446192509,1.4841411157890603,1.3537369966506958,A,32,1.3537369966506958,"[[""A"",0.5865840911865234],[""D"",0.12104848027229309],[""The"",0.111951544880867],[""B"",0.09575722366571426],[""C"",0.06684932112693787]]",0,0.5865840911865234,2.7879819869995117
1B,C2,arc_easy_mcq,1,logical_deduction,Mercury_7081673,first_letter,Which piece of safety equipment is used to keep mold spores from entering the respiratory system?  A. safety goggles B. ,B,ok,"[0.5,1.0,1.0]",27,0,-0.08652902554819289,-0.07695929813735783,1.0177356689064592,0.9051786065101624,A,32,0.9060717225074768,"[[""A"",0.712465226650238],[""B"",0.20096004009246826],[""D"",0.04554637148976326],[""C"",0.02595154196023941],[""The"",0.005790572613477707]]",1,0.20096004009246826,2.6289546489715576
1B,C2,arc_easy_mcq,2,logical_deduction,Mercury_7239733,first_letter,Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur?  A. br,D,ok,"[1.0,1.0,0.5]",27,0,-0.12578388250400838,-0.11728115331333526,1.479442799532855,1.3794355392456055,A,32,1.3801231384277344,"[[""A"",0.42738401889801025],[""D"",0.2983621060848236],[""B"",0.178160160779953],[""C"",0.06762196868658066],[""The"",0.010533471591770649]]",1,0.2983621060848236,2.632343292236328
